         16127163 function calls (14951606 primitive calls) in 151.286 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4903    0.017    0.000    0.122    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:813(getsourcefile)
        1    0.000    0.000    0.120    0.120 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/tensor/indexed.py:1(<module>)
        1    0.000    0.000    0.118    0.118 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/__init__.py:1(<module>)
    88418    0.117    0.000    0.117    0.000 /home/amax/xyc/MATr/offpymarl/src/utils/embed.py:13(<listcomp>)
     1200    0.112    0.000    0.112    0.000 {built-in method torch._foreach_norm}
    20180    0.025    0.000    0.109    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1881(nonzero)
     1200    0.029    0.000    0.109    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/adam.py:566(<listcomp>)
   512176    0.105    0.000    0.105    0.000 {built-in method builtins.min}
     9034    0.104    0.000    0.104    0.000 {method 'zero_' of 'torch._C.TensorBase' objects}
    75521    0.102    0.000    0.102    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
        1    0.000    0.000    0.098    0.098 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/errors.py:1(<module>)
        1    0.000    0.000    0.097    0.097 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/__init__.py:1(<module>)
    37826    0.052    0.000    0.095    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/shape_base.py:362(_stack_dispatcher)
     1200    0.007    0.000    0.094    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:109(_default_to_fused_or_foreach)
     7450    0.024    0.000    0.094    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_tensor.py:1012(__iter__)
        1    0.000    0.000    0.093    0.093 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_diagnostic.py:1(<module>)
        1    0.000    0.000    0.093    0.093 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/__init__.py:1(<module>)
      137    0.000    0.000    0.089    0.001 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:1156(dataclass)
    35785    0.062    0.000    0.089    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:359(__call__)
     1200    0.088    0.000    0.088    0.000 {built-in method torch._foreach_sqrt}
    20180    0.030    0.000    0.087    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3269(round)
        1    0.000    0.000    0.087    0.087 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:1(<module>)
       89    0.000    0.000    0.087    0.001 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:178(add)
     9034    0.087    0.000    0.087    0.000 {method 'new' of 'torch._C.TensorBase' objects}
     1200    0.071    0.000    0.086    0.000 /home/amax/xyc/MATr/offpymarl/src/components/offline_buffer.py:10(__init__)
       89    0.000    0.000    0.086    0.001 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:222(reorder)
     2400    0.008    0.000    0.086    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_tensor.py:34(wrapped)
     1200    0.023    0.000    0.085    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/adam.py:570(<listcomp>)
    40371    0.054    0.000    0.085    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/functools.py:818(dispatch)
      432    0.001    0.000    0.083    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/basic.py:116(__init_subclass__)
      433    0.046    0.000    0.083    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/assumptions.py:614(_prepare_class_assumptions)
     6107    0.014    0.000    0.082    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/package/package_importer.py:695(_patched_getfile)
    13374    0.022    0.000    0.082    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:850(getmodule)
     1204    0.004    0.000    0.082    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/skipfiles.py:404(check)
23514/7838    0.033    0.000    0.082    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/core.py:233(__getattr__)
     3739    0.073    0.000    0.082    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/lb-foraging-1.1.1/lbforaging/foraging/environment.py:229(adjacent_food_location)
   215634    0.081    0.000    0.081    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/lb-foraging-1.1.1/lbforaging/foraging/environment.py:181(field_size)
     1200    0.003    0.000    0.080    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:396(_group_tensors_by_device_and_dtype)
      661    0.002    0.000    0.080    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
        1    0.000    0.000    0.079    0.079 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/formatter.py:1(<module>)
     2400    0.009    0.000    0.078    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/utils/_foreach_utils.py:30(_group_tensors_by_device_and_dtype)
     1204    0.016    0.000    0.078    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/skipfiles.py:371(check_verbose)
        1    0.000    0.000    0.078    0.078 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/__init__.py:1(<module>)
      661    0.077    0.000    0.077    0.000 {built-in method marshal.loads}
     2400    0.012    0.000    0.076    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/autograd/profiler.py:604(__enter__)
      685    0.011    0.000    0.075    0.000 <frozen importlib._bootstrap>:921(_find_spec)
        1    0.000    0.000    0.074    0.074 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/__init__.py:1(<module>)
    60544    0.073    0.000    0.073    0.000 {built-in method numpy.array}
   141260    0.072    0.000    0.072    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:446(<genexpr>)
        1    0.000    0.000    0.071    0.071 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/__init__.py:1(<module>)
    61732    0.071    0.000    0.071    0.000 {method 'size' of 'torch._C.TensorBase' objects}
374327/373927    0.070    0.000    0.070    0.000 {built-in method builtins.len}
   171005    0.069    0.000    0.069    0.000 {built-in method torch._C._has_torch_function_unary}
     2400    0.068    0.000    0.068    0.000 {built-in method torch._foreach_add_}
   410067    0.068    0.000    0.068    0.000 {method 'startswith' of 'str' objects}
     1200    0.014    0.000    0.067    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/utils/clip_grad.py:46(<listcomp>)
   410567    0.066    0.000    0.066    0.000 {method 'append' of 'list' objects}
      516    0.008    0.000    0.066    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:412(_create_fn)
     6107    0.039    0.000    0.065    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:773(getfile)
     2400    0.004    0.000    0.064    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_ops.py:750(__call__)
     2400    0.062    0.000    0.062    0.000 {built-in method torch._C._group_tensors_by_device_and_dtype}
    31200    0.045    0.000    0.062    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:97(_dispatch_sqrt)
     1200    0.007    0.000    0.061    0.000 /home/amax/xyc/MATr/offpymarl/src/components/offline_buffer.py:122(max_t_filled)
    32400    0.061    0.000    0.061    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:122(<genexpr>)
     2400    0.060    0.000    0.060    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
        1    0.000    0.000    0.059    0.059 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/point.py:1(<module>)
     1200    0.008    0.000    0.059    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/functional.py:2969(cross_entropy)
   190041    0.057    0.000    0.059    0.000 {built-in method builtins.max}
      685    0.001    0.000    0.057    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
        1    0.000    0.000    0.057    0.057 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/entity.py:1(<module>)
60546/20182    0.056    0.000    0.056    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/core.py:248(action_space)
    33961    0.039    0.000    0.056    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_VF.py:26(__getattr__)
    20180    0.014    0.000    0.056    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/lib/function_base.py:873(copy)
        1    0.000    0.000    0.056    0.056 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/partfrac.py:1(<module>)
        1    0.000    0.000    0.056    0.056 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/utilities/decorator.py:59(xthreaded)
        1    0.000    0.000    0.056    0.056 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/utilities/decorator.py:10(threaded_factory)
      685    0.004    0.000    0.056    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
        1    0.000    0.000    0.055    0.055 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/__init__.py:1(<module>)
     1392    0.014    0.000    0.054    0.000 /home/amax/xyc/MATr/offpymarl/src/modules/agents/multi_task/mt_rnn_agent.py:30(init_hidden)
        1    0.000    0.000    0.052    0.052 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/expr.py:1(<module>)
    37826    0.051    0.000    0.051    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/shape_base.py:455(<listcomp>)
      372    0.001    0.000    0.050    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:3252(signature)
     7450    0.050    0.000    0.050    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
      372    0.001    0.000    0.050    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:2998(from_callable)
     1200    0.050    0.000    0.050    0.000 {built-in method torch._C._nn.cross_entropy_loss}
    20180    0.022    0.000    0.049    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/spaces/utils.py:65(flatten_box_multibinary)
     2400    0.049    0.000    0.049    0.000 {built-in method torch._foreach_mul_}
     3694    0.004    0.000    0.049    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:838(getabsfile)
        1    0.000    0.000    0.049    0.049 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/__init__.py:1(<module>)
  668/372    0.007    0.000    0.049    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:2375(_signature_from_callable)
       43    0.000    0.000    0.048    0.001 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:147(_)
     1200    0.012    0.000    0.048    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/autograd/__init__.py:59(_make_grads)
      811    0.014    0.000    0.048    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
     1200    0.012    0.000    0.047    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:321(_cuda_graph_capture_health_check)
    20180    0.047    0.000    0.047    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     2400    0.020    0.000    0.046    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/autograd/profiler.py:610(__exit__)
        2    0.045    0.023    0.045    0.023 /home/amax/xyc/MATr/offpymarl/src/components/offline_buffer.py:79(<dictcomp>)
    30568    0.040    0.000    0.045    0.000 /home/amax/xyc/MATr/offpymarl/src/components/episode_buffer.py:130(__getitem__)
    63608    0.044    0.000    0.044    0.000 {method 'item' of 'torch._C.TensorBase' objects}
    37826    0.031    0.000    0.043    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
       89    0.001    0.000    0.043    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/conflict.py:56(ordering)
       89    0.000    0.000    0.043    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/conflict.py:24(ambiguities)
       89    0.010    0.000    0.042    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/conflict.py:27(<setcomp>)
    60540    0.042    0.000    0.042    0.000 {built-in method numpy.asarray}
    37826    0.041    0.000    0.041    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/shape_base.py:447(<setcomp>)
       37    0.000    0.000    0.040    0.001 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/core.py:59(_)
        1    0.000    0.000    0.040    0.040 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/mul.py:1(<module>)
     1444    0.039    0.000    0.039    0.000 {built-in method torch.zeros_like}
     1200    0.039    0.000    0.039    0.000 {built-in method torch._foreach_addcdiv_}
   109377    0.039    0.000    0.039    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
     1200    0.022    0.000    0.039    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_tensor.py:943(__rdiv__)
     1200    0.038    0.000    0.038    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/utils/clip_grad.py:39(<listcomp>)
        1    0.000    0.000    0.038    0.038 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/immutable.py:1(<module>)
    88383    0.037    0.000    0.037    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/spaces/tuple.py:85(__getitem__)
     1200    0.003    0.000    0.037    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_tensor.py:939(__rsub__)
        1    0.000    0.000    0.036    0.036 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_fp.py:1(<module>)
        2    0.000    0.000    0.036    0.018 /home/amax/xyc/MATr/offpymarl/src/learners/multi_task/mt_bc_learner.py:88(save_models)
        1    0.000    0.000    0.036    0.036 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polytools.py:1(<module>)
     1200    0.036    0.000    0.036    0.000 {built-in method torch._foreach_lerp_}
        1    0.000    0.000    0.036    0.036 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:1(<module>)
     7642    0.019    0.000    0.036    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/lb-foraging-1.1.1/lbforaging/foraging/environment.py:456(<listcomp>)
        1    0.000    0.000    0.035    0.035 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/sets/handlers/intersection.py:1(<module>)
       89    0.008    0.000    0.035    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/conflict.py:62(<listcomp>)
     1200    0.035    0.000    0.035    0.000 {built-in method torch.rsub}
        4    0.000    0.000    0.034    0.009 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/serialization.py:575(save)
